PROVINCIA,CANTON,MES,DIA,HORA,CLASE,CAUSA,ZONA,NUM_LESIONADO,NUM_FALLECIDO,TOTAL_VICTIMAS
9,0907,4,2,5,3,4,1,0,0,0
9,0914,4,4,17,3,4,2,0,0,0
7,0710,4,5,11,3,4,2,3,0,3
12,1201,4,5,19,3,4,1,2,0,2
1,0103,4,5,18,3,4,2,0,0,0
9,0907,4,5,20,3,7,1,1,0,1
9,0920,4,5,21,3,7,2,0,0,0
9,0907,4,6,0,5,4,1,0,0,0
1,0102,4,5,19,3,4,2,0,1,1
24,2401,4,5,12,7,4,2,0,0,0
9,0921,4,6,4,6,4,1,1,0,1
9,0921,4,5,20,3,4,1,1,0,1
24,2401,4,6,0,1,4,2,0,0,0
9,0901,4,5,18,3,4,2,3,0,3
9,0911,4,6,7,3,4,2,3,0,3
24,2401,4,5,21,7,4,2,0,0,0
13,1306,4,6,3,7,4,2,0,0,0
7,0709,4,6,6,7,4,2,0,0,0
24,2401,4,5,19,7,4,2,0,0,0
9,0921,4,6,8,6,4,1,0,0,0
7,0709,4,6,12,2,4,2,1,0,1
12,1207,4,6,14,1,4,2,0,1,1
1,0105,4,6,13,3,4,2,0,0,0
13,1306,4,6,14,3,4,2,1,0,1
9,0910,4,6,17,3,7,1,0,0,0
9,0901,4,6,21,7,4,1,1,0,1
9,0916,4,6,16,3,4,1,1,0,1
9,0916,4,6,19,1,4,1,1,0,1
24,2401,4,6,21,3,7,1,0,0,0
24,2403,4,7,2,3,4,1,1,0,1
9,0910,4,7,11,3,4,1,0,0,0
9,0916,4,7,10,3,4,2,1,0,1
9,0911,4,7,6,3,4,2,1,0,1
23,2301,4,6,17,3,2,2,1,0,1
7,0706,4,6,11,6,4,2,0,0,0
9,0907,4,6,8,3,4,1,0,0,0
23,2301,4,7,9,3,4,2,0,0,0
9,0906,4,7,11,3,7,1,1,0,1
7,0709,4,6,3,4,4,2,0,0,0
23,2301,4,7,10,2,4,2,1,0,1
12,1201,4,1,2,4,4,2,0,0,0
9,0901,4,7,14,7,4,2,0,0,0
9,0911,4,7,16,3,2,2,6,1,7
1,0101,4,7,16,3,4,2,0,0,0
9,0920,4,7,16,7,4,2,5,0,5
24,2401,4,7,20,3,7,1,4,0,4
9,0907,4,1,10,3,4,1,0,0,0
9,0920,4,7,19,3,4,2,1,0,1
12,1202,4,7,17,1,4,2,1,0,1
13,1306,4,7,13,3,4,2,2,2,4
9,0911,4,7,20,3,4,2,0,0,0
9,0918,4,7,19,1,4,2,1,0,1
23,2301,4,1,13,8,4,2,0,0,0
9,0920,4,1,7,4,4,2,1,0,1
12,1201,4,1,10,3,4,2,2,0,2
9,0901,4,2,5,1,4,1,1,0,1
7,0709,4,1,13,3,4,2,1,0,1
9,0904,4,1,21,7,4,2,0,0,0
9,0912,4,5,3,4,4,1,0,0,0
9,0912,4,7,17,3,4,2,0,0,0
9,0916,4,2,8,3,4,1,2,0,2
9,0901,4,2,9,3,4,2,0,0,0
24,2402,4,6,22,3,7,1,2,0,2
9,0907,4,2,13,3,7,1,0,0,0
9,0913,4,2,14,8,10,2,0,1,1
9,0907,4,6,14,3,7,1,1,0,1
9,0907,4,5,7,3,7,1,0,0,0
9,0907,4,5,13,3,4,1,2,0,2
9,0910,4,2,20,3,4,2,0,0,0
9,0907,4,2,20,1,5,1,1,0,1
9,0910,4,2,11,4,4,2,0,0,0
12,1204,4,2,9,3,4,2,0,0,0
23,2301,4,2,21,5,4,1,1,0,1
9,0920,4,2,16,3,7,2,1,0,1
13,1310,4,2,5,3,7,2,0,0,0
9,0908,4,2,19,6,4,2,0,0,0
7,0701,4,3,5,1,4,2,1,0,1
1,0101,4,3,3,7,3,2,0,0,0
9,0911,4,3,9,3,7,1,1,0,1
9,0910,4,3,10,3,7,1,1,0,1
9,0920,4,3,9,3,7,1,1,0,1
9,0907,4,3,23,1,5,1,3,0,3
9,0907,4,3,22,3,4,2,0,0,0
12,1201,4,3,19,3,4,2,1,0,1
23,2301,4,4,4,7,3,2,0,0,0
9,0909,4,3,18,3,7,1,1,0,1
23,2302,4,3,12,2,4,1,1,0,1
24,2402,4,3,19,3,7,1,1,0,1
24,2401,4,3,18,1,4,1,0,0,0
12,1205,4,2,15,5,4,2,0,0,0
13,1306,4,1,19,3,2,2,1,0,1
9,0914,4,3,14,3,4,2,0,0,0
9,0912,4,2,22,2,5,2,2,0,2
1,0101,4,4,13,1,4,2,1,0,1
9,0920,4,3,20,1,5,2,1,0,1
12,1210,4,4,6,7,3,2,0,0,0
9,0912,4,6,0,2,5,1,0,0,0
23,2301,4,4,13,3,4,2,1,0,1
7,0712,4,4,15,3,2,2,0,0,0
9,0916,4,4,15,8,8,2,0,0,0
9,0907,4,4,21,7,3,1,1,0,1
9,0916,4,2,20,3,2,1,0,0,0
9,0904,4,5,5,3,4,2,0,0,0
9,0910,4,4,14,1,5,1,0,0,0
9,0909,4,4,13,3,7,2,1,0,1
9,0907,4,5,8,5,4,1,1,0,1
9,0919,4,5,6,1,5,2,0,1,1
12,1211,4,5,7,3,7,2,0,0,0
9,0913,4,5,8,3,2,2,1,0,1
9,0910,4,5,12,3,2,1,0,0,0
9,0901,4,5,12,3,7,1,0,1,1
1,0101,4,5,20,3,4,2,0,0,0
23,2301,4,5,23,3,4,2,0,0,0
9,0920,4,5,22,4,3,2,0,0,0
12,1210,4,5,20,4,3,2,0,0,0
24,2401,4,5,17,3,2,1,0,0,0
9,0901,4,6,5,4,3,1,1,0,1
9,0905,4,6,5,1,4,2,0,0,0
9,0901,4,6,6,3,2,1,0,1,1
9,0910,4,6,7,3,7,2,1,0,1
24,2401,4,5,23,1,4,1,1,0,1
12,1204,4,5,21,6,3,2,0,0,0
9,0907,4,6,14,3,2,1,1,0,1
23,2301,4,6,11,3,2,2,2,0,2
13,1306,4,6,10,1,4,2,1,0,1
24,2401,4,6,13,3,2,2,0,0,0
9,0907,4,6,16,1,4,1,1,0,1
9,0907,4,6,21,3,2,1,1,0,1
9,0901,4,6,19,4,3,1,1,1,2
23,2301,4,6,22,3,4,2,3,0,3
9,0901,4,7,2,7,4,1,0,0,0
9,0910,4,7,4,4,4,2,0,0,0
9,0907,4,6,22,4,4,1,1,0,1
9,0902,4,6,16,3,4,2,1,0,1
9,0922,4,6,17,1,4,2,0,0,0
9,0904,4,7,4,3,4,2,2,0,2
9,0922,4,6,22,4,4,1,0,0,0
9,0919,4,6,22,3,4,2,1,0,1
9,0903,4,6,11,1,4,1,1,0,1
9,0907,4,7,4,8,6,1,1,0,1
13,1310,4,7,7,7,4,2,0,0,0
9,0906,4,7,8,3,4,2,0,0,0
9,0906,4,6,13,3,4,1,2,0,2
1,0101,4,7,1,4,4,2,0,0,0
9,0909,4,7,13,3,4,2,1,0,1
9,0901,4,7,15,1,4,1,1,0,1
13,1310,4,7,20,1,4,2,1,0,1
9,0907,4,7,21,4,4,1,0,1,1
9,0910,4,7,22,1,4,2,1,0,1
9,0925,4,7,15,1,4,2,0,1,1
9,0914,4,1,0,7,4,2,0,0,0
9,0906,4,7,19,1,4,2,1,0,1
9,0927,4,7,19,1,4,2,1,0,1
9,0907,4,7,20,1,4,1,1,0,1
9,0927,4,7,18,2,4,2,1,0,1
9,0906,4,7,20,1,4,2,1,0,1
9,0910,4,7,19,5,4,2,0,1,1
9,0923,4,1,4,4,4,2,0,1,1
9,0907,4,1,8,3,4,1,0,0,0
24,2401,4,7,21,3,7,1,1,0,1
9,0906,4,1,6,3,7,2,1,0,1
9,0910,4,7,13,1,4,2,0,0,0
9,0909,4,1,2,3,4,2,4,0,4
9,0907,4,1,10,1,4,1,1,0,1
9,0907,4,1,11,7,4,2,0,0,0
9,0918,4,1,9,5,4,2,0,0,0
9,0901,4,1,11,4,4,1,1,0,1
9,0901,4,1,10,3,4,1,2,0,2
12,1201,4,1,13,3,4,2,2,0,2
23,2301,4,1,15,3,4,1,0,0,0
9,0910,4,1,19,3,7,2,0,1,1
23,2301,4,1,22,3,4,1,2,0,2
23,2301,4,1,20,3,4,2,2,0,2
12,1205,4,1,16,7,4,2,1,0,1
9,0920,4,2,1,3,4,2,2,0,2
9,0909,4,2,7,3,7,2,0,0,0
9,0907,4,2,12,3,2,1,0,0,0
9,0907,4,2,2,4,4,1,0,0,0
9,0907,4,7,12,3,4,1,0,0,0
9,0916,4,2,10,5,4,2,0,0,0
7,0710,4,7,23,7,4,2,0,0,0
9,0906,4,2,13,3,4,2,0,1,1
7,0711,4,6,19,2,4,2,1,0,1
7,0710,4,5,16,7,4,2,0,0,0
1,0101,4,2,13,7,4,2,0,0,0
9,0906,4,2,18,3,4,1,0,0,0
9,0916,4,3,3,7,4,1,0,0,0
9,0925,4,2,18,3,4,2,0,0,0
12,1201,4,3,2,7,4,2,3,0,3
12,1210,4,2,20,3,4,2,0,0,0
23,2301,4,2,16,3,4,2,0,0,0
9,0920,4,2,17,7,4,2,0,1,1
9,0916,4,2,19,1,10,2,2,0,2
7,0709,4,3,6,1,4,2,2,0,2
9,0901,4,3,10,1,4,1,4,0,4
9,0901,4,3,9,5,4,1,0,0,0
9,0907,4,3,16,6,4,1,1,0,1
9,0906,4,3,13,5,4,1,0,0,0
9,0907,4,3,16,8,4,1,1,0,1
1,0101,4,3,5,1,4,2,1,0,1
12,1210,4,3,16,3,4,2,1,0,1
9,0901,4,3,21,4,4,1,0,0,0
1,0101,4,3,21,7,4,2,0,0,0
1,0101,4,4,4,4,4,2,0,0,0
12,1201,4,3,21,6,4,1,1,0,1
9,0904,4,3,17,3,7,2,1,0,1
9,0906,4,3,19,7,4,1,0,0,0
9,0906,4,3,19,1,4,2,1,0,1
9,0920,4,3,16,3,4,2,1,0,1
9,0911,4,4,7,5,4,2,1,0,1
12,1204,4,4,6,3,7,2,0,1,1
23,2301,4,4,7,1,4,1,0,0,0
1,0101,4,4,8,3,2,2,0,0,0
7,0710,4,3,21,7,4,2,0,0,0
23,2301,4,4,8,1,4,1,1,0,1
9,0920,4,4,0,3,7,2,1,0,1
9,0916,4,4,10,3,2,2,0,0,0
9,0903,4,4,10,3,2,2,0,0,0
9,0910,4,4,15,3,7,2,0,0,0
9,0920,4,4,12,3,7,2,0,0,0
9,0916,4,4,18,1,4,1,0,0,0
9,0910,4,4,16,3,7,1,3,0,3
9,0908,4,7,16,5,4,2,0,0,0
12,1208,4,4,12,3,4,2,1,0,1
9,0910,4,4,16,1,4,1,1,0,1
12,1208,4,5,13,3,4,2,0,0,0
7,0701,4,5,16,3,4,2,0,0,0
12,1210,4,5,14,3,7,2,2,0,2
9,0907,4,5,18,3,7,1,0,0,0
23,2301,4,5,18,3,7,1,1,0,1
12,1210,4,5,19,3,4,2,0,0,0
1,0101,4,5,16,1,4,2,1,0,1
7,0702,4,5,21,7,6,2,1,0,1
13,1306,4,5,11,7,3,2,0,0,0
9,0922,4,5,23,1,4,2,0,0,0
24,2403,4,5,15,3,2,2,0,1,1
23,2301,4,5,18,1,4,2,1,0,1
7,0701,4,5,16,3,2,2,1,0,1
1,0101,4,6,9,3,2,2,0,0,0
23,2301,4,6,10,7,3,2,0,0,0
12,1201,4,6,16,2,5,2,1,0,1
9,0902,4,6,21,3,7,2,0,0,0
12,1202,4,6,23,3,7,2,2,1,3
9,0913,4,6,23,3,4,2,1,0,1
7,0701,4,6,16,3,4,2,1,0,1
9,0909,4,6,20,3,4,2,1,0,1
9,0909,4,6,23,1,4,1,1,0,1
7,0704,4,6,13,7,4,2,1,0,1
9,0910,4,6,19,1,4,2,0,0,0
9,0903,4,6,23,2,4,2,1,0,1
9,0911,4,6,23,1,4,2,0,1,1
9,0901,4,6,19,1,5,1,1,0,1
9,0901,4,5,7,3,4,1,1,0,1
9,0907,4,5,23,4,4,1,0,0,0
9,0921,4,4,15,3,4,1,0,0,0
9,0921,4,5,12,3,4,1,0,0,0
9,0901,4,6,19,3,7,2,1,0,1
9,0921,4,6,9,7,4,2,2,0,2
17,1701,4,5,19,3,4,1,0,0,0
17,1701,4,3,22,3,4,1,2,0,2
17,1701,4,4,6,7,4,1,0,0,0
17,1701,4,7,17,7,4,1,3,0,3
17,1701,4,3,6,3,4,1,0,0,0
17,1701,4,3,12,3,3,2,0,0,0
17,1701,4,3,8,7,3,2,0,0,0
17,1701,4,5,21,5,4,1,0,0,0
17,1701,4,6,18,3,1,1,0,0,0
17,1701,4,7,15,7,4,2,2,1,3
17,1701,4,2,14,7,3,1,0,1,1
17,1701,4,5,12,4,1,1,0,0,0
17,1701,4,6,8,3,1,2,0,0,0
17,1701,4,4,5,3,3,1,1,0,1
17,1701,4,5,4,7,6,2,10,2,12
17,1701,4,3,7,3,10,1,0,0,0
17,1701,4,4,6,3,4,1,0,0,0
17,1705,4,4,7,5,4,1,0,0,0
17,1705,4,6,21,1,4,1,0,1,1
17,1701,4,3,5,7,8,1,0,0,0
17,1701,4,5,6,3,4,1,0,0,0
17,1701,4,5,21,6,10,2,0,0,0
17,1701,4,6,16,7,3,2,0,0,0
17,1701,4,6,15,1,5,1,0,1,1
17,1702,4,6,2,4,8,2,1,0,1
17,1701,4,1,8,7,4,2,0,0,0
17,1701,4,1,22,3,8,2,0,0,0
17,1701,4,5,21,3,4,2,1,0,1
17,1701,4,6,1,7,4,2,1,1,2
17,1701,4,7,13,3,4,2,0,0,0
17,1701,4,3,17,3,8,2,1,0,1
17,1701,4,5,20,3,3,2,1,0,1
17,1701,4,5,9,3,2,2,4,1,5
17,1703,4,5,20,3,4,2,0,0,0
17,1703,4,2,6,1,8,2,1,1,2
17,1703,4,6,14,3,4,2,1,0,1
17,1703,4,7,0,4,4,2,0,0,0
17,1703,4,2,17,3,4,2,0,0,0
17,1703,4,4,18,3,4,2,0,0,0
17,1703,4,1,21,3,4,2,1,0,1
17,1703,4,6,23,3,4,2,1,0,1
17,1703,4,6,21,3,4,2,0,0,0
17,1703,4,7,21,4,4,2,0,0,0
17,1703,4,7,16,3,4,2,2,1,3
17,1703,4,1,5,3,4,2,0,0,0
17,1703,4,1,21,3,4,2,0,0,0
17,1703,4,3,16,3,4,2,0,0,0
15,1501,4,2,2,4,4,1,1,0,1
15,1501,4,6,3,7,3,1,0,0,0
15,1501,4,1,8,7,4,1,1,0,1
15,1503,4,5,23,1,4,2,2,0,2
15,1501,4,2,5,1,5,2,0,1,1
15,1501,4,5,6,1,5,1,1,0,1
15,1503,4,4,10,7,3,2,0,0,0
15,1501,4,5,14,3,3,1,1,0,1
2,0201,4,7,4,4,4,1,1,0,1
2,0201,4,7,10,3,4,1,2,0,2
2,0201,4,7,4,6,4,2,0,0,0
2,0201,4,6,1,3,4,1,0,0,0
2,0201,4,5,22,3,4,1,0,0,0
2,0201,4,3,20,3,4,1,1,0,1
2,0201,4,3,20,1,4,1,1,0,1
2,0204,4,4,13,6,4,2,1,0,1
2,0201,4,6,15,3,4,1,1,0,1
3,0302,4,1,13,6,4,1,1,0,1
3,0306,4,2,22,7,4,1,1,0,1
3,0301,4,3,18,1,5,1,2,0,2
3,0301,4,3,12,3,4,2,0,0,0
3,0301,4,5,19,4,9,1,1,0,1
3,0301,4,3,6,3,4,1,5,0,5
3,0301,4,5,22,3,2,1,2,0,2
3,0301,4,7,7,4,4,2,2,0,2
3,0301,4,7,7,3,4,1,5,0,5
3,0301,4,1,17,3,4,1,1,0,1
4,0401,4,6,23,3,3,1,0,0,0
4,0401,4,5,15,3,3,1,0,0,0
4,0401,4,6,21,1,3,2,1,0,1
4,0401,4,7,15,4,1,2,1,0,1
4,0401,4,2,14,6,3,1,3,0,3
4,0401,4,5,17,1,3,2,0,1,1
4,0401,4,6,6,4,3,1,0,0,0
4,0401,4,5,22,4,3,1,0,0,0
4,0401,4,1,1,6,3,2,0,0,0
4,0401,4,3,8,3,2,2,5,1,6
4,0401,4,6,1,4,1,1,0,0,0
6,0601,4,5,23,2,4,1,1,0,1
6,0601,4,6,4,4,4,1,0,0,0
6,0601,4,6,9,3,4,1,0,0,0
6,0601,4,7,2,3,4,1,0,0,0
6,0607,4,7,3,4,4,2,0,0,0
6,0601,4,7,8,4,4,1,0,0,0
6,0603,4,7,11,1,4,2,1,0,1
6,0601,4,1,10,2,4,1,1,0,1
6,0604,4,1,17,3,4,2,1,0,1
6,0603,4,3,3,7,4,2,1,0,1
6,0601,4,3,7,3,4,1,0,0,0
6,0601,4,2,13,3,4,1,0,0,0
6,0603,4,7,17,1,5,1,1,0,1
6,0601,4,2,7,1,4,1,0,0,0
6,0601,4,5,9,3,4,1,0,0,0
6,0601,4,5,18,1,1,1,1,0,1
6,0601,4,6,0,4,4,1,0,0,0
6,0603,4,4,17,3,4,2,1,0,1
6,0601,4,7,22,3,4,1,0,0,0
6,0601,4,6,16,3,4,1,0,0,0
6,0601,4,7,18,3,4,1,0,0,0
6,0603,4,7,17,6,4,1,4,0,4
6,0601,4,1,12,5,4,1,0,0,0
6,0601,4,2,0,4,4,1,0,0,0
6,0606,4,7,18,7,4,2,0,0,0
6,0601,4,2,17,3,4,1,0,0,0
6,0604,4,3,19,1,5,2,1,0,1
6,0601,4,4,8,3,4,1,0,0,0
6,0601,4,5,0,3,4,1,0,0,0
6,0601,4,5,20,3,1,1,1,0,1
6,0601,4,6,0,4,4,1,0,0,0
6,0606,4,4,2,4,4,2,0,0,0
6,0601,4,7,3,3,4,1,0,0,0
6,0601,4,6,17,5,4,1,0,0,0
6,0601,4,6,9,3,4,1,1,0,1
6,0601,4,7,11,1,4,1,1,0,1
6,0604,4,7,1,7,4,2,0,0,0
6,0601,4,7,16,3,4,1,1,0,1
6,0607,4,1,23,3,4,2,0,0,0
6,0606,4,7,17,3,4,2,0,0,0
6,0601,4,2,7,3,4,1,0,0,0
6,0601,4,2,20,3,4,1,0,0,0
6,0601,4,3,6,3,4,1,0,0,0
6,0601,4,2,7,3,4,1,1,0,1
6,0601,4,2,0,3,4,1,0,0,0
6,0601,4,4,5,4,6,1,0,0,0
6,0601,4,4,8,3,4,1,0,0,0
6,0601,4,3,13,3,4,1,0,0,0
6,0607,4,3,10,7,4,2,1,0,1
6,0601,4,4,12,3,4,1,0,0,0
6,0601,4,4,20,3,4,1,0,0,0
6,0601,4,5,10,3,4,1,0,0,0
6,0601,4,6,2,4,4,1,0,0,0
6,0601,4,7,23,4,4,1,1,0,1
6,0601,4,7,8,3,4,1,0,0,0
6,0601,4,7,18,3,4,1,0,0,0
6,0601,4,1,1,4,4,1,0,0,0
6,0601,4,7,12,3,4,1,0,0,0
6,0601,4,7,21,3,4,1,0,0,0
6,0601,4,6,17,4,1,1,0,0,0
6,0601,4,7,15,3,4,1,0,0,0
6,0601,4,1,21,3,4,1,0,0,0
6,0603,4,3,14,3,4,2,1,0,1
6,0603,4,4,10,3,4,2,0,1,1
6,0601,4,4,22,5,4,1,0,0,0
6,0601,4,5,20,3,4,1,0,0,0
6,0601,4,6,4,7,4,1,0,0,0
6,0601,4,5,15,3,4,1,1,0,1
6,0601,4,6,8,3,4,1,1,0,1
6,0601,4,6,17,3,4,1,0,0,0
6,0601,4,6,14,5,4,1,0,0,0
5,0505,4,6,0,4,4,1,0,0,0
5,0501,4,6,11,3,4,2,0,0,0
5,0501,4,6,3,7,4,1,1,0,1
5,0505,4,6,14,3,4,1,1,0,1
5,0501,4,7,6,1,4,1,0,1,1
5,0501,4,7,20,3,4,1,0,0,0
5,0501,4,1,11,3,4,2,2,0,2
5,0501,4,2,23,3,4,1,1,0,1
5,0501,4,3,6,3,4,2,1,0,1
5,0501,4,3,15,3,4,1,0,0,0
5,0501,4,6,0,7,4,1,1,0,1
5,0501,4,6,0,7,4,1,1,1,2
5,0501,4,6,16,1,5,1,1,0,1
5,0505,4,6,18,7,4,2,1,1,2
5,0501,4,7,17,6,4,1,0,0,0
5,0501,4,1,16,6,4,1,1,0,1
5,0504,4,2,16,7,4,2,0,0,0
5,0504,4,6,18,3,1,1,1,0,1
5,0501,4,6,21,3,4,1,1,0,1
5,0501,4,7,1,4,4,1,0,0,0
5,0501,4,7,11,3,4,1,0,0,0
5,0501,4,7,9,5,4,1,3,0,3
5,0501,4,2,5,4,4,1,0,1,1
5,0501,4,2,17,3,4,1,1,0,1
5,0505,4,2,15,1,5,1,0,1,1
5,0504,4,4,9,4,4,1,0,2,2
5,0504,4,4,5,3,4,1,1,0,1
5,0505,4,6,10,3,4,1,2,0,2
5,0501,4,6,18,3,1,1,2,0,2
5,0506,4,6,22,4,4,1,0,1,1
5,0504,4,7,15,3,4,2,5,0,5
5,0501,4,1,15,4,4,2,1,0,1
7,0701,4,5,18,3,4,1,1,0,1
7,0701,4,2,11,3,9,1,0,0,0
7,0706,4,5,23,3,4,1,1,0,1
7,0701,4,3,20,3,4,1,0,0,0
7,0701,4,4,10,3,4,1,2,0,2
7,0701,4,5,10,3,4,1,0,0,0
7,0706,4,3,11,3,4,1,1,0,1
7,0709,4,2,9,3,2,2,1,0,1
7,0701,4,4,15,3,4,1,1,0,1
7,0712,4,5,10,3,4,1,0,0,0
7,0712,4,5,9,3,4,1,0,0,0
7,0701,4,2,18,1,5,1,1,0,1
7,0709,4,5,8,3,4,1,1,0,1
7,0701,4,5,16,3,4,1,1,0,1
7,0701,4,6,19,3,4,1,0,1,1
7,0701,4,7,15,3,1,1,0,0,0
8,0801,4,7,0,7,1,1,0,0,0
8,0801,4,7,20,3,1,1,1,0,1
8,0801,4,2,8,3,4,1,1,0,1
8,0805,4,6,21,3,4,2,0,1,1
8,0805,4,2,10,3,4,2,0,2,2
8,0801,4,6,13,3,4,1,2,0,2
8,0801,4,4,10,3,4,1,1,0,1
8,0801,4,7,1,3,1,1,2,0,2
8,0801,4,1,15,1,5,1,1,0,1
8,0802,4,2,8,3,4,2,0,0,0
10,1001,4,1,17,7,3,2,0,0,0
10,1001,4,1,17,7,4,2,3,0,3
10,1001,4,6,7,2,10,2,0,1,1
10,1001,4,1,18,7,4,2,1,1,2
10,1001,4,7,9,1,8,2,1,0,1
11,1103,4,7,3,7,4,2,1,0,1
11,1103,4,1,18,3,4,1,2,0,2
11,1111,4,7,3,1,4,2,3,0,3
12,1207,4,5,10,3,4,2,3,0,3
12,1207,4,7,7,7,3,2,0,0,0
12,1201,4,7,17,4,4,1,0,0,0
12,1208,4,1,12,3,4,2,0,1,1
12,1207,4,3,9,3,4,1,1,0,1
12,1201,4,7,5,4,8,1,0,0,0
12,1201,4,1,0,3,8,1,0,0,0
12,1208,4,3,9,3,4,1,1,0,1
12,1201,4,2,11,4,4,1,0,0,0
12,1208,4,5,3,3,4,1,0,0,0
12,1207,4,2,5,3,4,1,1,0,1
12,1201,4,1,13,3,4,1,2,0,2
12,1208,4,3,23,3,3,1,1,1,2
12,1201,4,6,19,1,5,1,1,0,1
12,1201,4,6,22,3,4,1,2,0,2
12,1201,4,1,13,7,4,1,2,0,2
12,1201,4,6,12,1,4,1,1,0,1
12,1201,4,6,20,4,4,1,0,0,0
13,1301,4,6,15,3,4,1,1,0,1
13,1301,4,7,9,1,4,2,2,0,2
13,1312,4,1,9,3,8,2,0,0,0
13,1320,4,3,6,7,10,2,0,0,0
13,1301,4,3,8,3,4,1,1,0,1
13,1315,4,6,20,3,3,2,1,1,2
13,1301,4,6,12,5,4,1,0,0,0
13,1301,4,1,14,3,4,1,0,1,1
13,1301,4,5,17,3,3,1,2,0,2
13,1301,4,5,18,3,4,1,1,0,1
14,1407,4,4,16,3,3,2,3,0,3
14,1401,4,4,15,6,3,2,0,0,0
14,1406,4,2,23,3,2,2,0,0,0
14,1405,4,6,14,7,3,2,20,0,20
14,1401,4,1,20,3,4,1,0,0,0
14,1401,4,6,1,3,2,2,0,0,0
14,1408,4,2,5,7,4,2,7,2,9
14,1401,4,4,6,3,2,1,4,0,4
14,1405,4,4,23,7,3,2,1,3,4
14,1401,4,6,4,4,4,1,0,0,0
14,1401,4,6,12,3,1,2,0,0,0
22,2201,4,5,12,3,4,1,2,0,2
22,2203,4,7,18,1,5,2,0,1,1
22,2201,4,2,7,7,4,2,0,0,0
22,2201,4,3,12,3,4,2,2,0,2
22,2204,4,4,14,3,1,1,2,1,3
22,2201,4,2,23,3,2,2,0,1,1
22,2201,4,5,11,1,5,1,1,0,1
22,2201,4,7,13,1,4,1,1,1,2
22,2201,4,6,10,1,4,2,0,1,1
22,2201,4,2,15,7,4,2,0,1,1
22,2201,4,2,7,3,4,2,1,2,3
16,1601,4,5,1,4,1,1,0,0,0
16,1601,4,6,11,3,4,1,2,0,2
16,1601,4,7,4,4,1,1,0,0,0
16,1601,4,1,23,4,1,1,0,0,0
16,1601,4,4,11,3,3,1,0,0,0
16,1601,4,5,19,3,4,1,0,0,0
16,1601,4,2,15,5,4,1,1,0,1
16,1601,4,6,13,1,4,1,1,0,1
23,2301,4,5,1,5,4,1,1,0,1
23,2301,4,6,0,1,5,1,1,0,1
23,2301,4,1,2,4,1,1,0,0,0
23,2301,4,2,0,4,1,1,0,0,0
23,2301,4,3,6,3,8,1,1,0,1
23,2301,4,3,6,3,4,1,1,0,1
23,2301,4,5,5,1,5,2,0,1,1
23,2301,4,5,11,1,5,1,2,0,2
23,2301,4,5,12,1,4,1,1,0,1
23,2301,4,6,12,2,4,1,2,0,2
23,2301,4,6,19,6,4,2,2,1,3
23,2301,4,6,21,3,4,1,1,0,1
23,2301,4,1,23,3,4,1,2,0,2
23,2301,4,1,13,7,8,2,7,0,7
23,2301,4,2,14,3,3,1,1,0,1
23,2301,4,6,17,3,4,1,0,0,0
23,2301,4,1,11,1,5,1,1,0,1
23,2301,4,2,20,1,4,1,0,1,1
23,2301,4,5,13,3,4,1,2,0,2
23,2301,4,6,21,3,4,2,2,0,2
23,2301,4,7,16,6,4,1,0,1,1
23,2301,4,2,17,1,4,1,1,0,1
23,2301,4,3,15,3,4,1,1,0,1
23,2301,4,5,10,7,10,2,1,0,1
21,2106,4,7,7,1,5,2,0,1,1
21,2103,4,6,5,7,4,2,1,1,2
21,2106,4,6,6,3,4,2,0,1,1
21,2101,4,2,7,1,4,2,0,1,1
21,2101,4,1,15,3,4,2,1,1,2
21,2104,4,2,20,3,2,2,2,1,3
18,1801,4,6,2,3,4,2,1,0,1
18,1808,4,7,19,3,4,2,0,0,0
18,1801,4,1,15,3,4,2,1,0,1
18,1809,4,5,18,1,5,2,0,1,1
18,1801,4,7,22,6,4,2,0,0,0
18,1801,4,2,10,6,4,2,0,0,0
18,1809,4,5,1,4,4,2,1,0,1
18,1801,4,7,1,3,4,2,1,0,1
18,1808,4,1,12,5,4,1,1,0,1
18,1806,4,2,1,7,8,2,0,0,0
18,1806,4,2,15,5,9,2,0,0,0
18,1804,4,4,2,7,1,2,0,0,0
18,1801,4,4,3,3,8,2,0,0,0
18,1801,4,4,13,1,5,2,0,1,1
18,1808,4,5,0,6,6,2,0,0,0
18,1809,4,5,12,3,4,2,2,0,2
18,1803,4,7,2,4,4,2,0,0,0
18,1809,4,1,16,3,4,2,0,0,0
18,1808,4,6,7,6,4,2,0,1,1
19,1907,4,7,7,6,4,2,1,0,1
19,1901,4,7,13,3,4,1,1,0,1
19,1901,4,2,6,7,8,2,0,0,0
19,1903,4,4,16,3,1,2,0,0,0
19,1901,4,4,21,4,8,1,2,0,2
19,1901,4,7,11,3,4,2,0,0,0
19,1901,4,5,23,3,4,1,1,0,1
19,1901,4,6,1,7,4,2,0,0,0
19,1901,4,6,14,3,3,2,0,0,0
17,1702,4,6,13,7,4,2,3,1,4
17,1702,4,7,15,7,4,2,0,0,0
17,1702,4,7,4,6,4,2,4,0,4
17,1702,4,6,3,3,4,1,0,1,1
17,1702,4,7,20,3,4,1,0,1,1
17,1704,4,4,22,1,4,1,0,1,1
17,1702,4,6,18,3,1,1,0,0,0
6,0602,4,5,5,7,4,2,3,0,3
6,0602,4,1,6,3,9,2,0,0,0
